customer_author,customer_text,company_author,company_reply,customer_clean,company_clean,thread_text
186146,@179988 @comcastcares @179990 Can you also make BEIN connect available so I can watch my team play when BEIN decides to put same game on both of their channels,comcastcares,@186146 Please send a DM when you have a moment so I can help you with your cable TV service and get more details about your concern. -JB,Can you also make BEIN connect available so I can watch my team play when BEIN decides to put same game on both of their channels,Please send a DM when you have a moment so I can help you with your cable TV service and get more details about your concern. -JB,Can you also make BEIN connect available so I can watch my team play when BEIN decides to put same game on both of their channels | Please send a DM when you have a moment so I can help you with your cable TV service and get more details about your concern. -JB
186200,"@186202 @116136 Notice how, over a month later, still no response to any of the tweets that show this.",comcastcares,"@186200 Hello, I would be more than happy to assist you with any service issues. Please DM me the details and I can help. -ADW","Notice how, over a month later, still no response to any of the tweets that show this.","Hello, I would be more than happy to assist you with any service issues. Please DM me the details and I can help. -ADW","Notice how, over a month later, still no response to any of the tweets that show this. | Hello, I would be more than happy to assist you with any service issues. Please DM me the details and I can help. -ADW"
186260,"really #comcast?! first I have to wait on hold for 20 min for your next available rep,  you don't fix the problem and then you hang up on me",comcastcares,"@186260 Hello, Tracy, I apologize for your experience with us. Is there anything I can assist you with at this time? -JW","really ?! first I have to wait on hold for 20 min for your next available rep, you don't fix the problem and then you hang up on me","Hello, Tracy, I apologize for your experience with us. Is there anything I can assist you with at this time? -JW","really ?! first I have to wait on hold for 20 min for your next available rep, you don't fix the problem and then you hang up on me | Hello, Tracy, I apologize for your experience with us. Is there anything I can assist you with at this time? -JW"
186261,@comcastcares Not anymore. I just laugh at the “easy move” commercials. It’s taken about 10 calls and 4 hours just to switch addresses,comcastcares,@186261 That's not the experience we want our customers to have. Was the move at least all taken care of? -JW,Not anymore. I just laugh at the “easy move” commercials. It’s taken about 10 calls and 4 hours just to switch addresses,That's not the experience we want our customers to have. Was the move at least all taken care of? -JW,Not anymore. I just laugh at the “easy move” commercials. It’s taken about 10 calls and 4 hours just to switch addresses | That's not the experience we want our customers to have. Was the move at least all taken care of? -JW
186261,@comcastcares No it has not. You guys are just the worst,comcastcares,@186261 That's not something we want to hear. Do you want me to look further into the transfer for you? -JW,No it has not. You guys are just the worst,That's not something we want to hear. Do you want me to look further into the transfer for you? -JW,No it has not. You guys are just the worst | That's not something we want to hear. Do you want me to look further into the transfer for you? -JW
186261,@comcastcares No need to waste anymore of my time.,comcastcares,"@186261 I understand. If you change your mind, we are always here to assist you. -JW",No need to waste anymore of my time.,"I understand. If you change your mind, we are always here to assist you. -JW","No need to waste anymore of my time. | I understand. If you change your mind, we are always here to assist you. -JW"
186261,There is no such thing as an “easy move” with @116136. Good luck if you have to!,comcastcares,"@186261 Hello, Adam, I apologize for your experience with us. Is there anything I can assist you with? -JW",There is no such thing as an “easy move” with . Good luck if you have to!,"Hello, Adam, I apologize for your experience with us. Is there anything I can assist you with? -JW","There is no such thing as an “easy move” with . Good luck if you have to! | Hello, Adam, I apologize for your experience with us. Is there anything I can assist you with? -JW"
186262,They day I can get rid of @116136 @comcastcares will be the best day of my life!!! #comcastsucks #untrustworthy,comcastcares,@186262 I can look into your service issue. Can you DM the phone number on your account? -VG,They day I can get rid of will be the best day of my life!!!,I can look into your service issue. Can you DM the phone number on your account? -VG,They day I can get rid of will be the best day of my life!!! | I can look into your service issue. Can you DM the phone number on your account? -VG
186263,"@115900 - TERRRIBLE MOVE EXPERIENCE , PAYING FOR 200M receiving 50, DOUBLE BILLED for BOTH ADDRESSES. RUDE Customer support reps - 2 hours wasted already.",comcastcares,@186263 This is not the customer experience that I like to hear about. Can you send me a DM with your full-service address? -BW,"- TERRRIBLE MOVE EXPERIENCE , PAYING FOR 200M receiving 50, DOUBLE BILLED for BOTH ADDRESSES. RUDE Customer support reps - 2 hours wasted already.",This is not the customer experience that I like to hear about. Can you send me a DM with your full-service address? -BW,"- TERRRIBLE MOVE EXPERIENCE , PAYING FOR 200M receiving 50, DOUBLE BILLED for BOTH ADDRESSES. RUDE Customer support reps - 2 hours wasted already. | This is not the customer experience that I like to hear about. Can you send me a DM with your full-service address? -BW"
186264,"@comcastcares Well, you can tell Comcast that we need a package where we can pick the channels we watch. Anything like that available?",comcastcares,"@186264 We do not have an option like that at the moment. Maybe in the future, this will be possible. -JB","Well, you can tell Comcast that we need a package where we can pick the channels we watch. Anything like that available?","We do not have an option like that at the moment. Maybe in the future, this will be possible. -JB","Well, you can tell Comcast that we need a package where we can pick the channels we watch. Anything like that available? | We do not have an option like that at the moment. Maybe in the future, this will be possible. -JB"
186264,@comcastcares WHY? I absolutely love Comcast but just saw there ARE services out there that do this! Are you trying to lose customers? Just wondering! ✌🏼️,comcastcares,@186264 I encourage you to provide this feedback about those types of plans through our Customer Feedback Form: https://t.co/ZBpv9Jp1ST - Noah,WHY? I absolutely love Comcast but just saw there ARE services out there that do this! Are you trying to lose customers? Just wondering! ✌🏼️,I encourage you to provide this feedback about those types of plans through our Customer Feedback Form: - Noah,WHY? I absolutely love Comcast but just saw there ARE services out there that do this! Are you trying to lose customers? Just wondering! ✌🏼️ | I encourage you to provide this feedback about those types of plans through our Customer Feedback Form: - Noah
186264,"@116136 @127587 2. channel at all, would have to pay $40-50 just to watch @127587. So, now I'm watching @2442 and actually getting more knowledge. Thanks!",comcastcares,@186264 Thanks for taking the time to reach out to us on Twitter. If there is anything I can help you with please send a DM. -JB,"2. channel at all, would have to pay $40-50 just to watch . So, now I'm watching and actually getting more knowledge. Thanks!",Thanks for taking the time to reach out to us on Twitter. If there is anything I can help you with please send a DM. -JB,"2. channel at all, would have to pay $40-50 just to watch . So, now I'm watching and actually getting more knowledge. Thanks! | Thanks for taking the time to reach out to us on Twitter. If there is anything I can help you with please send a DM. -JB"
182646,"@comcastcares I don't need you, you've already proven yourself useless and incompetent. Why don't you have your boss DM me.",comcastcares,@182646 Sure. I'll need to get your information to send the information. Can you DM the phone number on your account? -VG,"I don't need you, you've already proven yourself useless and incompetent. Why don't you have your boss DM me.",Sure. I'll need to get your information to send the information. Can you DM the phone number on your account? -VG,"I don't need you, you've already proven yourself useless and incompetent. Why don't you have your boss DM me. | Sure. I'll need to get your information to send the information. Can you DM the phone number on your account? -VG"
182646,@comcastcares Really? Really? No what I want is the email address of the director of customer service.,comcastcares,@182646 I don't have an email but if you DM your information I can look into it. We work directly with the corporate office. -VG,Really? Really? No what I want is the email address of the director of customer service.,I don't have an email but if you DM your information I can look into it. We work directly with the corporate office. -VG,Really? Really? No what I want is the email address of the director of customer service. | I don't have an email but if you DM your information I can look into it. We work directly with the corporate office. -VG
182646,@comcastcares @116136 @115900 It only took 5 hours to get a response. What a customer service joke.,comcastcares,@182646 I apologize for the delay. Would you like for me to assist you with your issue? -VG,It only took 5 hours to get a response. What a customer service joke.,I apologize for the delay. Would you like for me to assist you with your issue? -VG,It only took 5 hours to get a response. What a customer service joke. | I apologize for the delay. Would you like for me to assist you with your issue? -VG
186265,@115900 NOT HAPPY WITH YOUR CUSTOMER SERVICE. Marquis badge number #4110 is the WORST “manager” I have ever spoken to.,comcastcares,@186265 I would like to look into this issue further. Please DM me your account info so I can help. -GR,NOT HAPPY WITH YOUR CUSTOMER SERVICE. Marquis badge number is the WORST “manager” I have ever spoken to.,I would like to look into this issue further. Please DM me your account info so I can help. -GR,NOT HAPPY WITH YOUR CUSTOMER SERVICE. Marquis badge number is the WORST “manager” I have ever spoken to. | I would like to look into this issue further. Please DM me your account info so I can help. -GR
186266,"I'd love to go on a rant about how @115900 just screwed me with a total BS fee that no one ever told me I'd get, but I know they DGAF. https://t.co/iiqWtkPSbF",comcastcares,@186266 I can assist with any questions regarding your account. Could you please send a DM with your account info? -CRP,"I'd love to go on a rant about how just screwed me with a total BS fee that no one ever told me I'd get, but I know they DGAF.",I can assist with any questions regarding your account. Could you please send a DM with your account info? -CRP,"I'd love to go on a rant about how just screwed me with a total BS fee that no one ever told me I'd get, but I know they DGAF. | I can assist with any questions regarding your account. Could you please send a DM with your account info? -CRP"
186376,"@comcastcares @115900 so after spending 60 minutes on call including a call from their supervisor that dropped, now it is time for  @comcastcares and @115900",comcastcares,@186376 I am here to help. Please send me a direct message and I will be happy to assist you from there. Thank you. ~MK,"so after spending 60 minutes on call including a call from their supervisor that dropped, now it is time for and",I am here to help. Please send me a direct message and I will be happy to assist you from there. Thank you. ~MK,"so after spending 60 minutes on call including a call from their supervisor that dropped, now it is time for and | I am here to help. Please send me a direct message and I will be happy to assist you from there. Thank you. ~MK"
186377,"I don’t recommend @116136 
They don’t know how to treat people..",comcastcares,@186377 Good afternoon. I can look to see if there are any promotions you are eligible for. Can you send me a DM with your account info? -RR,I don’t recommend They don’t know how to treat people..,Good afternoon. I can look to see if there are any promotions you are eligible for. Can you send me a DM with your account info? -RR,I don’t recommend They don’t know how to treat people.. | Good afternoon. I can look to see if there are any promotions you are eligible for. Can you send me a DM with your account info? -RR
186378,"@ComcastCares
#mobile_CareXI my internet will not connect. I have tried reset, and signal reset. Nothing.",comcastcares,"@186378 Meghann, would you please DM your full address? I can help you get your internet up and running again. - NS","my internet will not connect. I have tried reset, and signal reset. Nothing.","Meghann, would you please DM your full address? I can help you get your internet up and running again. - NS","my internet will not connect. I have tried reset, and signal reset. Nothing. | Meghann, would you please DM your full address? I can help you get your internet up and running again. - NS"
186637,@comcastcares When is the internet going to be fixed because it has been 3 days of literally slow download speed and upload speed.,comcastcares,@186637 I can look into your internet issue. Can you DM the phone number on your account? -VG,When is the internet going to be fixed because it has been 3 days of literally slow download speed and upload speed.,I can look into your internet issue. Can you DM the phone number on your account? -VG,When is the internet going to be fixed because it has been 3 days of literally slow download speed and upload speed. | I can look into your internet issue. Can you DM the phone number on your account? -VG
186638,@115900 your WiFi sucks donkey dick,comcastcares,@186638 I can definitely help you figure out what might be causing the WiFi issues. Please send me a DM and we can go from there. ~MK,your WiFi sucks donkey dick,I can definitely help you figure out what might be causing the WiFi issues. Please send me a DM and we can go from there. ~MK,your WiFi sucks donkey dick | I can definitely help you figure out what might be causing the WiFi issues. Please send me a DM and we can go from there. ~MK
186639,@comcastcares  i should charge you $60 for this kind work.all my neighbors have white wires. Looks like a crack house trying to steal cable https://t.co/75eTlTREZ9,comcastcares,@186639 I appreciate you sending the photo. Please send me a direct message so I can continue with assisting you. ~MK,i should charge you $60 for this kind work.all my neighbors have white wires. Looks like a crack house trying to steal cable,I appreciate you sending the photo. Please send me a direct message so I can continue with assisting you. ~MK,i should charge you $60 for this kind work.all my neighbors have white wires. Looks like a crack house trying to steal cable | I appreciate you sending the photo. Please send me a direct message so I can continue with assisting you. ~MK
186640,@116136 Completely disregards customers for weeks.. no matter how much they 'escalate' issue --horrible service and experience.,comcastcares,"@186640 I am sorry you have had a bad experience. DM me your account number, address and phone number and I can assist you. Thank you. -SO",Completely disregards customers for weeks.. no matter how much they 'escalate' issue --horrible service and experience.,"I am sorry you have had a bad experience. DM me your account number, address and phone number and I can assist you. Thank you. -SO","Completely disregards customers for weeks.. no matter how much they 'escalate' issue --horrible service and experience. | I am sorry you have had a bad experience. DM me your account number, address and phone number and I can assist you. Thank you. -SO"
186736,"@ComcastCares
#mobile_Care my digital voicemail / Connect app isn’t working. Please help.",comcastcares,"@186736 Hi Melanee, I'm happy to help with your digital voicemail and Connect app concerns. Please DM me your account info. -JRW",my digital voicemail / Connect app isn’t working. Please help.,"Hi Melanee, I'm happy to help with your digital voicemail and Connect app concerns. Please DM me your account info. -JRW","my digital voicemail / Connect app isn’t working. Please help. | Hi Melanee, I'm happy to help with your digital voicemail and Connect app concerns. Please DM me your account info. -JRW"
186737,@comcastcares OMG!!!! LOVE IT!!! Husband was up till 3 AM playing with the new remote. I'll be in touch soon re billing and stuff. THANK YOU,comcastcares,"@186737 Yes! It makes me so happy to know you guys are happy with your new equipment. :) 

We will be here whenever you need us. -LD",OMG!!!! LOVE IT!!! Husband was up till 3 AM playing with the new remote. I'll be in touch soon re billing and stuff. THANK YOU,Yes! It makes me so happy to know you guys are happy with your new equipment. :) We will be here whenever you need us. -LD,OMG!!!! LOVE IT!!! Husband was up till 3 AM playing with the new remote. I'll be in touch soon re billing and stuff. THANK YOU | Yes! It makes me so happy to know you guys are happy with your new equipment. :) We will be here whenever you need us. -LD
186737,@186738 @186739 Just spent 3 straight days on twitter w/comcast trying to get my cable to work! No other options here #guildchat,comcastcares,"@186737 Hi, Tricia. How is everything with your services? Is everything working as it should? -LD",Just spent 3 straight days on twitter w/comcast trying to get my cable to work! No other options here,"Hi, Tricia. How is everything with your services? Is everything working as it should? -LD","Just spent 3 straight days on twitter w/comcast trying to get my cable to work! No other options here | Hi, Tricia. How is everything with your services? Is everything working as it should? -LD"
186741,"@ComcastCares: #mobile_Care
1716 clemson Rd need service only one tv works since we moved in have had to use streaming need appt asap!!!!",comcastcares,@186741 I will be more than happy to help you with your cable TV service. Can you please send a DM when you have a moment? -JB,: 1716 clemson Rd need service only one tv works since we moved in have had to use streaming need appt asap!!!!,I will be more than happy to help you with your cable TV service. Can you please send a DM when you have a moment? -JB,: 1716 clemson Rd need service only one tv works since we moved in have had to use streaming need appt asap!!!! | I will be more than happy to help you with your cable TV service. Can you please send a DM when you have a moment? -JB
186875,Hey @comcastcares cable is out in south lake stevens.,comcastcares,@186875 Hi! I can look into any possible issues in your area. Can you please send me a DM with your full address? -CF,Hey cable is out in south lake stevens.,Hi! I can look into any possible issues in your area. Can you please send me a DM with your full address? -CF,Hey cable is out in south lake stevens. | Hi! I can look into any possible issues in your area. Can you please send me a DM with your full address? -CF
186876,"@ComcastCares
#mobile_Care An Xfinity tech installed my cameras but left large holes in the wall for wires to pass through. The tech stated they were out of grommets and promised to return and correct but it’s been almost 4 months. There are 4 holes total 😡 https://t.co/GtVlWYunLi",comcastcares,@186876 Please provide your full name and the address associated with your account for further assistance. -Rob,An Xfinity tech installed my cameras but left large holes in the wall for wires to pass through. The tech stated they were out of grommets and promised to return and correct but it’s been almost 4 months. There are 4 holes total 😡,Please provide your full name and the address associated with your account for further assistance. -Rob,An Xfinity tech installed my cameras but left large holes in the wall for wires to pass through. The tech stated they were out of grommets and promised to return and correct but it’s been almost 4 months. There are 4 holes total 😡 | Please provide your full name and the address associated with your account for further assistance. -Rob
186877,"@comcastcares your ""retention"" department SUCKS! Why even bother being a customer with you anymore? I HIGHLY DOUBT you really ""care""",comcastcares,@186877 I apologize for your experience with us. Would you mind sending a DM with more information? -JW,"your ""retention"" department SUCKS! Why even bother being a customer with you anymore? I HIGHLY DOUBT you really ""care""",I apologize for your experience with us. Would you mind sending a DM with more information? -JW,"your ""retention"" department SUCKS! Why even bother being a customer with you anymore? I HIGHLY DOUBT you really ""care"" | I apologize for your experience with us. Would you mind sending a DM with more information? -JW"
186878,@comcastcares Comcast does NOT CARE! No connectivity starting this morning and Comcast REFUSES TO RECTIFY THE ISSUE until Sunday! 😠,comcastcares,@186878 Hi! I can look into this service issue. Can you please send me a DM with your address and phone number? -CF,Comcast does NOT CARE! No connectivity starting this morning and Comcast REFUSES TO RECTIFY THE ISSUE until Sunday! 😠,Hi! I can look into this service issue. Can you please send me a DM with your address and phone number? -CF,Comcast does NOT CARE! No connectivity starting this morning and Comcast REFUSES TO RECTIFY THE ISSUE until Sunday! 😠 | Hi! I can look into this service issue. Can you please send me a DM with your address and phone number? -CF
186879,What's the point of having a live tv app if I can only watch on my home wifi? Why not just watch the tv. @115900,comcastcares,"@186879 Hello James, the networks themselves decide if the content is available for out of home streaming. -Tom",What's the point of having a live tv app if I can only watch on my home wifi? Why not just watch the tv.,"Hello James, the networks themselves decide if the content is available for out of home streaming. -Tom","What's the point of having a live tv app if I can only watch on my home wifi? Why not just watch the tv. | Hello James, the networks themselves decide if the content is available for out of home streaming. -Tom"
187028,Why @115900? You work with other apps but not @11073 https://t.co/RLHtCEoL9a,comcastcares,"@187028 On Demand content is provided by the network. Availability, pricing, and broadcast are subject to their discretion.​ -EE",Why ? You work with other apps but not,"On Demand content is provided by the network. Availability, pricing, and broadcast are subject to their discretion.​ -EE","Why ? You work with other apps but not | On Demand content is provided by the network. Availability, pricing, and broadcast are subject to their discretion.​ -EE"
187029,@comcastcares please make it HD for @179990 channels all the language.,comcastcares,@187029 We constantly evaluate content availability for our customers. We can pass along your feedback and note your interest.​​ CSR,please make it HD for channels all the language.,We constantly evaluate content availability for our customers. We can pass along your feedback and note your interest.​​ CSR,please make it HD for channels all the language. | We constantly evaluate content availability for our customers. We can pass along your feedback and note your interest.​​ CSR
187159,Ever since AT&amp;T dug up and laid their digital in my developement summer 2016 my @115900 has been acting up &amp; now its worse😡,comcastcares,@187159 Good afternoon Monie. DM me your account info and I'll check to see what I can do to get that issue corrected for you. -RR,Ever since AT&amp;T dug up and laid their digital in my developement summer 2016 my has been acting up &amp; now its worse😡,Good afternoon Monie. DM me your account info and I'll check to see what I can do to get that issue corrected for you. -RR,Ever since AT&amp;T dug up and laid their digital in my developement summer 2016 my has been acting up &amp; now its worse😡 | Good afternoon Monie. DM me your account info and I'll check to see what I can do to get that issue corrected for you. -RR
182008,@187160 @862 @116136 Had to watch it online bc Comcast sucks!,comcastcares,@182008 It can sometimes take up to 72 hours for the network to provide us the programming. Thank you for your patience!-JG,Had to watch it online bc Comcast sucks!,It can sometimes take up to 72 hours for the network to provide us the programming. Thank you for your patience!-JG,Had to watch it online bc Comcast sucks! | It can sometimes take up to 72 hours for the network to provide us the programming. Thank you for your patience!-JG
187161,@comcastcares They are supposedly already looking into it. A lot of people are ready to jump ship. I have called numerous times as have others.,comcastcares,"@187161 Okay, did you want me to follow up with you or anything regarding this issue? -JW",They are supposedly already looking into it. A lot of people are ready to jump ship. I have called numerous times as have others.,"Okay, did you want me to follow up with you or anything regarding this issue? -JW","They are supposedly already looking into it. A lot of people are ready to jump ship. I have called numerous times as have others. | Okay, did you want me to follow up with you or anything regarding this issue? -JW"
187161,"@ComcastCares
#mobile_CareXI Internet has been down intermittently all week and is still down. Fix it!!!",comcastcares,@187161 I would be happy to look further into your internet issue if you would provide your full address and account associated phone # in a DM. -JW,Internet has been down intermittently all week and is still down. Fix it!!!,I would be happy to look further into your internet issue if you would provide your full address and account associated phone # in a DM. -JW,Internet has been down intermittently all week and is still down. Fix it!!! | I would be happy to look further into your internet issue if you would provide your full address and account associated phone # in a DM. -JW
187327,.@comcastcares anyone else's screen look like this? or is it just my tv? every channel is like this to some degree https://t.co/Qakga5NVsy,comcastcares,@187327 Hello. I’d like to help with the cable issues you’re experiencing. Could you DM me so we can talk in more detail? –EK,. anyone else's screen look like this? or is it just my tv? every channel is like this to some degree,Hello. I’d like to help with the cable issues you’re experiencing. Could you DM me so we can talk in more detail? –EK,. anyone else's screen look like this? or is it just my tv? every channel is like this to some degree | Hello. I’d like to help with the cable issues you’re experiencing. Could you DM me so we can talk in more detail? –EK
187328,@comcastcares No. That has been happening recently too. You guys website down or something? Safari doesn’t let you go to the webpage,comcastcares,"@187328 It does look like we have an issue with the My Account portion of our website, but you should still be able to log in and watch shows. -JW",No. That has been happening recently too. You guys website down or something? Safari doesn’t let you go to the webpage,"It does look like we have an issue with the My Account portion of our website, but you should still be able to log in and watch shows. -JW","No. That has been happening recently too. You guys website down or something? Safari doesn’t let you go to the webpage | It does look like we have an issue with the My Account portion of our website, but you should still be able to log in and watch shows. -JW"
187328,"@comcastcares It’s your website that I can’t get to, not my log in info. It keeps saying server not found",comcastcares,@187328 Is there any sort of error code along with that message? -JW,"It’s your website that I can’t get to, not my log in info. It keeps saying server not found",Is there any sort of error code along with that message? -JW,"It’s your website that I can’t get to, not my log in info. It keeps saying server not found | Is there any sort of error code along with that message? -JW"
187328,@115900 what’s wrong with y’all website? That’s so annoying.. I’m trying to watch my shows,comcastcares,@187328 I would be happy to look further into this for you if you would provide your full address and account associated phone number in a DM. -JW,what’s wrong with y’all website? That’s so annoying.. I’m trying to watch my shows,I would be happy to look further into this for you if you would provide your full address and account associated phone number in a DM. -JW,what’s wrong with y’all website? That’s so annoying.. I’m trying to watch my shows | I would be happy to look further into this for you if you would provide your full address and account associated phone number in a DM. -JW
187416,@comcastcares I'll send you a DM if you agree to tell me where the closest work crew is.,comcastcares,"@187416 We can only provide the updates that our local teams provide.  Usually, the exact location of our team is not part of it. -ML",I'll send you a DM if you agree to tell me where the closest work crew is.,"We can only provide the updates that our local teams provide. Usually, the exact location of our team is not part of it. -ML","I'll send you a DM if you agree to tell me where the closest work crew is. | We can only provide the updates that our local teams provide. Usually, the exact location of our team is not part of it. -ML"
187416,@comcastcares Still no service and no explanation. Calling AT&amp;T tomorrow.,comcastcares,@187416 I would be happy to look into this for you. Please DM your address/phone so we can get started. - GW,Still no service and no explanation. Calling AT&amp;T tomorrow.,I would be happy to look into this for you. Please DM your address/phone so we can get started. - GW,Still no service and no explanation. Calling AT&amp;T tomorrow. | I would be happy to look into this for you. Please DM your address/phone so we can get started. - GW
187416,"@comcastcares Or you could answer my question about the cause of the ""outage"" and why it only took place a week AFTER the storm.",comcastcares,@187416 I would be happy to look into it for you if you would send over a DM with account information. -JW,"Or you could answer my question about the cause of the ""outage"" and why it only took place a week AFTER the storm.",I would be happy to look into it for you if you would send over a DM with account information. -JW,"Or you could answer my question about the cause of the ""outage"" and why it only took place a week AFTER the storm. | I would be happy to look into it for you if you would send over a DM with account information. -JW"
187416,"@comcastcares What's the reason for the ""outage""?",comcastcares,@187416 I could certainly look into any services issues. Would you be able to DM your full service address and phone number? -DG,"What's the reason for the ""outage""?",I could certainly look into any services issues. Would you be able to DM your full service address and phone number? -DG,"What's the reason for the ""outage""? | I could certainly look into any services issues. Would you be able to DM your full service address and phone number? -DG"
187416,"@comcastcares You can assist by ending the fake outage, thanks.",comcastcares,@187416 I can assure you that our crews are out working to restore service as quickly as possible. Please send a DM if we can assist. - Noah,"You can assist by ending the fake outage, thanks.",I can assure you that our crews are out working to restore service as quickly as possible. Please send a DM if we can assist. - Noah,"You can assist by ending the fake outage, thanks. | I can assure you that our crews are out working to restore service as quickly as possible. Please send a DM if we can assist. - Noah"
187416,@comcastcares Thanks for keeping up on things.,comcastcares,"@187416 If there is anything we can assist you with, we will need you to send a new DM with the info I requested so we can assist. - Noah",Thanks for keeping up on things.,"If there is anything we can assist you with, we will need you to send a new DM with the info I requested so we can assist. - Noah","Thanks for keeping up on things. | If there is anything we can assist you with, we will need you to send a new DM with the info I requested so we can assist. - Noah"
187416,@115900 more than two weeks of a fake outage. FPL got power back faster.,comcastcares,"@187416 I am happy to look into this for you. Can you send a DM with your full name and address, so I can verify your account and assist? - Noah",more than two weeks of a fake outage. FPL got power back faster.,"I am happy to look into this for you. Can you send a DM with your full name and address, so I can verify your account and assist? - Noah","more than two weeks of a fake outage. FPL got power back faster. | I am happy to look into this for you. Can you send a DM with your full name and address, so I can verify your account and assist? - Noah"
187469,@115900 then only offer a 50% credit only if I add add'l service #notcool @247 @att,comcastcares,@187469 Hello. I’d like to help with the billing concerns you have. Could you DM me so we can talk in more detail? –EK,then only offer a 50% credit only if I add add'l service,Hello. I’d like to help with the billing concerns you have. Could you DM me so we can talk in more detail? –EK,then only offer a 50% credit only if I add add'l service | Hello. I’d like to help with the billing concerns you have. Could you DM me so we can talk in more detail? –EK
187510,It’s time to do away with my @comcastcares service. Very tired  of the RDK-10000 error code that con’t to pop up. Back to Dish or try FIOS?,comcastcares,@187510 Hello! That's definitely not good. I'd be more than happy to look into this for you. Plz DM me your acct# or phone# tied to the acct -AMD,It’s time to do away with my service. Very tired of the RDK-10000 error code that con’t to pop up. Back to Dish or try FIOS?,Hello! That's definitely not good. I'd be more than happy to look into this for you. Plz DM me your acct# or phone# tied to the acct -AMD,It’s time to do away with my service. Very tired of the RDK-10000 error code that con’t to pop up. Back to Dish or try FIOS? | Hello! That's definitely not good. I'd be more than happy to look into this for you. Plz DM me your acct# or phone# tied to the acct -AMD
187711,"@comcastcares Wow, asking for help for 3rd time this week.  The ""analyst's"" answer is to order me some more channels?",comcastcares,"@187711 I'll be happy to help with the tiling issue.Can you send us a DM with your name, address, and phone number? -DD","Wow, asking for help for 3rd time this week. The ""analyst's"" answer is to order me some more channels?","I'll be happy to help with the tiling issue.Can you send us a DM with your name, address, and phone number? -DD","Wow, asking for help for 3rd time this week. The ""analyst's"" answer is to order me some more channels? | I'll be happy to help with the tiling issue.Can you send us a DM with your name, address, and phone number? -DD"
175262,"Jesus Christ @116136 @comcastcares my internet is down again!!

If I did my job as bad as you guys serve internet id have been fired 👎",comcastcares,"@175262 Hey there, I would be more than happy to look into this. May you please Dm me your full service address? -Rox",Jesus Christ my internet is down again!! If I did my job as bad as you guys serve internet id have been fired 👎,"Hey there, I would be more than happy to look into this. May you please Dm me your full service address? -Rox","Jesus Christ my internet is down again!! If I did my job as bad as you guys serve internet id have been fired 👎 | Hey there, I would be more than happy to look into this. May you please Dm me your full service address? -Rox"
187847,"@116136 Your Website is broken and I can't apply...
https://t.co/rss2bzrGg4
Blank page on multiple browsers.",comcastcares,@187847 Hi! I could assist. Could you please send us a quick DM? -DG,Your Website is broken and I can't apply... Blank page on multiple browsers.,Hi! I could assist. Could you please send us a quick DM? -DG,Your Website is broken and I can't apply... Blank page on multiple browsers. | Hi! I could assist. Could you please send us a quick DM? -DG
187848,@187849 @187850 @118190 @127249 same - just got connected.,comcastcares,@187848 Hi John. I would like to assist with your internet services. Please DM me your account number and the name of your business. -PTL,same - just got connected.,Hi John. I would like to assist with your internet services. Please DM me your account number and the name of your business. -PTL,same - just got connected. | Hi John. I would like to assist with your internet services. Please DM me your account number and the name of your business. -PTL
181850,@comcastcares So I can’t even do my job because you don’t carry the one channel I work for?,comcastcares,@181850 My apologies. We dont offer that channel at this time. -MRT,So I can’t even do my job because you don’t carry the one channel I work for?,My apologies. We dont offer that channel at this time. -MRT,So I can’t even do my job because you don’t carry the one channel I work for? | My apologies. We dont offer that channel at this time. -MRT
181850,@comcastcares when are you going to add WKEF ABC22 back to your lineup? And WDTN?,comcastcares,"@181850 Hello, We are not sure when or if those will be added. We will let all our customers of any channel line up additions. -MRT",when are you going to add WKEF ABC22 back to your lineup? And WDTN?,"Hello, We are not sure when or if those will be added. We will let all our customers of any channel line up additions. -MRT","when are you going to add WKEF ABC22 back to your lineup? And WDTN? | Hello, We are not sure when or if those will be added. We will let all our customers of any channel line up additions. -MRT"
153056,Elizabeth Warren: Ban Comcast and others from exclusive contracts (Monopolies) - Sign the Petition! https://t.co/y2sZ4JCtvk via @188435,comcastcares,"@153056 If you change your mind and would like our assistance, please DM me your address and number so I can get your account pulled up and better assist. -AR",Elizabeth Warren: Ban Comcast and others from exclusive contracts (Monopolies) - Sign the Petition! via,"If you change your mind and would like our assistance, please DM me your address and number so I can get your account pulled up and better assist. -AR","Elizabeth Warren: Ban Comcast and others from exclusive contracts (Monopolies) - Sign the Petition! via | If you change your mind and would like our assistance, please DM me your address and number so I can get your account pulled up and better assist. -AR"
175467,"@comcastcares I'm supposed to be thrilled by this? Don't you understand. Of my service goes down, I don't get paid my salary.",comcastcares,"@175467 Again, I apologize for the inconvenience and understand. I'll credit you for the downtime. -VG","I'm supposed to be thrilled by this? Don't you understand. Of my service goes down, I don't get paid my salary.","Again, I apologize for the inconvenience and understand. I'll credit you for the downtime. -VG","I'm supposed to be thrilled by this? Don't you understand. Of my service goes down, I don't get paid my salary. | Again, I apologize for the inconvenience and understand. I'll credit you for the downtime. -VG"
